"","locality_id","longitude","latitude","OBJECTID","PASITES_ID","NAME","TYPE","SUBTYPE","STATUS","SOURCE","IUCN","OC_NO","ACRES","HECTARES","OC_DATE","DATE_EST","OC_NAME","NOTES","GlobalID","Shape_STAr","Shape_STLe","coords.x1","coords.x2","optional"
"964","L9642399",-115.3650163,51.0873406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.3650163,51.0873406,TRUE
"965","L4442241",-112.2052789,51.8477621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.2052789,51.8477621,TRUE
"966","L4591734",-112.8687876,49.6904836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8687876,49.6904836,TRUE
"967","L4919154",-117.6311874,52.7321492,"436",5256,"Jasper","NP",NA,"OC","41","II",NA,2775661.31325855,1123270.28119676,NA,"1907/12/31","Jasper National Park of Canada",NA,"{3301ED3E-F396-4217-AB49-FFC5EE59E63F}",11232702812,838629.98006,-117.6311874,52.7321492,TRUE
"968","L4660635",-110.5435753,52.1408633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.5435753,52.1408633,TRUE
"969","L4188982",-111.1810184,58.4555693,"473",1133,"Richardson Wildland","WPP",NA,"OC","41","IB","OC 140/2018",771115.63636717,312059.42654456,"2018/05/14","2018/05/14","Richardson Wildland Provincial Park","As per Lower Athabasca Regional Plan","{7949AB86-EFA9-470A-B8CB-19E97DDE83A8}",3120594265.45,646275.099224,-111.1810184,58.4555693,TRUE
"970","L6420994",-114.1529414,54.4172807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1529414,54.4172807,TRUE
"971","L4550728",-113.925802,50.9205054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.925802,50.9205054,TRUE
"972","L4649962",-114.3056202,49.8687509,"325",584,"Black Creek","HR",NA,"OC","41","IV","OC 139/2008",19061.61315143,7713.96116031,"2008/04/23","1999/05/12","Black Creek Heritage Rangeland","Was originally established as a Natural Area; became a Heritage Rangeland in 2003.","{C517D0E0-C1EE-4ECB-91E4-136FA7D9EAF0}",77139611.6013,88264.7594906,-114.3056202,49.8687509,TRUE
"973","L4920683",-111.89955,54.7604914,"43",10638,"Beaver Lake","PRA",NA,"OC","41","NR","OC 390/97",226.80861266,91.78618908,"1997/08/27","1983/04/07","Beaver Lake Provincial Recreation Area","Former Alberta Transportation Highway Wayside Campsite.  Transferred to Alberta Parks in 1983.","{045B7D0B-6E26-4062-A625-BBED16F956CB}",917861.890381,6152.26370549,-111.89955,54.7604914,TRUE
"974","L8931855",-114.0656752,51.0344121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0656752,51.0344121,TRUE
"975","L4634825",-117.8289914,53.2272842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.8289914,53.2272842,TRUE
"976","L4458736",-112.622766,49.7239365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.622766,49.7239365,TRUE
"977","L4465922",-112.463755,50.7886606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.463755,50.7886606,TRUE
"978","L467346",-118.7946081,55.1359357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.7946081,55.1359357,TRUE
"979","L4465733",-111.9065237,51.6457617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9065237,51.6457617,TRUE
"980","L4891434",-113.8355826,51.2105223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8355826,51.2105223,TRUE
"981","L4993461",-111.9647491,59.8145711,"417",5200,"Wood Buffalo","NP",NA,"OC","41","II",NA,8949373.51551034,3621682.96876995,NA,"1922/12/31","Wood Buffalo National Park of Canada",NA,"{BD45E93A-A40F-4630-8759-BAC3EFD87F3B}",36216829687.7,1071732.80835,-111.9647491,59.8145711,TRUE
"982","L4267124",-114.0949246,51.7914854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0949246,51.7914854,TRUE
"983","L4791983",-111.5497684,56.9808179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.5497684,56.9808179,TRUE
"984","L4376814",-110.6055021,54.3107152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.6055021,54.3107152,TRUE
"985","L4463732",-112.8944349,53.1106173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8944349,53.1106173,TRUE
"986","L4442166",-112.6273727,51.8349289,"322",576,"Rumsey","NA","Conservation","OC","41","IV","OC 416/98-71",37394.22864356,15132.90743469,"1998/10/07","1996/08/21","Rumsey Natural Area",NA,"{6C1DBDEE-0829-4516-BC48-B4A43EBD5B0D}",151329074.349,79700.6954133,-112.6273727,51.8349289,TRUE
"987","L4601122",-119.9859703,55.0544116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.9859703,55.0544116,TRUE
"988","L4937237",-114.2988708,49.3703193,"467",1158,"Castle","PP",NA,"OC","41","II","OC 22/2017",63013.61993255,25500.70725227,"2017/01/20","2017/02/16","Castle Provincial Park",NA,"{730D15B9-5462-4A3D-B468-901174877DBA}",255007072.521,107829.015571,-114.2988708,49.3703193,TRUE
"989","L4814110",-114.5342195,50.4015256,"202",10210,"Highwood","PRA",NA,"OC","41","NR","OC 389/97",69.08674433,27.9584135,"1997/08/27","1987/04/30","Highwood Provincial Recreation Area",NA,"{80A46AEC-99A8-47CF-B22E-D3C8A8B1D35E}",279584.135742,3250.09777948,-114.5342195,50.4015256,TRUE
"990","L4145459",-111.1188038,53.9914378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.1188038,53.9914378,TRUE
"991","L5124731",-111.9309664,50.492133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9309664,50.492133,TRUE
"992","L4376781",-110.9671766,53.6548888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9671766,53.6548888,TRUE
"993","L4465997",-114.6393131,51.7970593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.6393131,51.7970593,TRUE
"994","L4921518",-111.0175323,55.6235619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.0175323,55.6235619,TRUE
"995","L6474100",-112.7264944,50.1771878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7264944,50.1771878,TRUE
"996","L4865832",-110.0136539,50.9547629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.0136539,50.9547629,TRUE
"997","L4832301",-113.9756012,52.5145494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9756012,52.5145494,TRUE
"998","L5084948",-115.0135608,51.0328025,"86",10224,"Lusk Creek","PRA",NA,"OC","41","NR","OC 389/97",32.64277839,13.21006373,"1997/08/27","1987/04/30","Lusk Creek Provincial Recreation Area",NA,"{5DF9F042-38DF-4F72-953F-DF06C84FBAF6}",132100.638672,1692.07738698,-115.0135608,51.0328025,TRUE
"999","L4873815",-115.4183544,51.0615878,"451",1112,"Spray Valley","PP",NA,"OC","41","II","OC 484/2004",63082.78051454,25528.69554681,"2004/10/08","2000/12/31","Spray Valley Provincial Park",NA,"{9E53E916-D003-4DEB-A9EC-4BFBEB4F3F48}",255286955.472,159979.139692,-115.4183544,51.0615878,TRUE
"1000","L5282060",-113.6934435,53.520653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6934435,53.520653,TRUE
"1001","L4465987",-114.0969557,51.5620184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0969557,51.5620184,TRUE
"1002","L5113298",-114.748296,50.8798202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.748296,50.8798202,TRUE
"1003","L4275092",-115.31147,55.882629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.31147,55.882629,TRUE
"1004","L4589092",-112.1091485,50.6649002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1091485,50.6649002,TRUE
"1005","L4996566",-114.6692741,50.8879393,"87",10225,"McLean Creek","PRA",NA,"OC","41","NR","OC 389/97",604.89221779,244.79119564,"1997/08/27","1982/03/24","McLean Creek Provincial Recreation Area",NA,"{6317DEF7-3059-4C27-AA83-F9D4001CD616}",2447911.95776,8503.45411207,-114.6692741,50.8879393,TRUE
"1006","L6095008",-113.2443237,53.0174853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.2443237,53.0174853,TRUE
"1007","L4487240",-110.9068999,49.8766759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9068999,49.8766759,TRUE
"1008","L4508938",-116.7680812,53.5589909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.7680812,53.5589909,TRUE
"1009","L4458751",-112.8685912,49.4173154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8685912,49.4173154,TRUE
"1010","L4591741",-112.8599417,49.6861975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8599417,49.6861975,TRUE
"1011","L4466014",-113.8727418,52.1354135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8727418,52.1354135,TRUE
"1012","L5863692",-116.0711518,52.4754609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.0711518,52.4754609,TRUE
"1013","L630537",-118.9661407,55.2047369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.9661407,55.2047369,TRUE
"1014","L6364560",-113.4359515,53.4971922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4359515,53.4971922,TRUE
"1015","L5982682",-114.9984176,52.414472,"376",1012,"Crimson Lake","PP",NA,"OC","41","NRSS","OC 763/89",7895.38035458,3195.14706952,"1989/12/21","1955/09/19","Crimson Lake Provincial Park","IUCN Category II. Not Reported due to existing subsurface mineral commitments with surface access.","{E54E3961-5F12-4D3C-BA60-FCEBEBC66189}",31951470.6953,57739.7412851,-114.9984176,52.414472,TRUE
"1016","L6302033",-113.7170253,52.2724065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7170253,52.2724065,TRUE
"1017","L4382180",-114.6805152,50.9538311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.6805152,50.9538311,TRUE
"1018","L5222870",-114.0145549,53.6287126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0145549,53.6287126,TRUE
"1019","L5874385",-117.2021753,56.2096219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.2021753,56.2096219,TRUE
"1020","L6121528",-113.3980358,53.498258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.3980358,53.498258,TRUE
"1021","L632108",-118.9990997,55.3681858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.9990997,55.3681858,TRUE
"1022","L6228009",-113.4546909,53.5521387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4546909,53.5521387,TRUE
"1023","L5871314",-116.8117905,54.4583145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.8117905,54.4583145,TRUE
"1024","L6291172",-113.4780085,53.5389812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4780085,53.5389812,TRUE
"1025","L6430239",-113.0988407,53.5669239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.0988407,53.5669239,TRUE
"1026","L5069909",-113.1525434,52.4031365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.1525434,52.4031365,TRUE
"1027","L2435412",-112.0183289,50.4738398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.0183289,50.4738398,TRUE
"1028","L6248661",-112.9733562,53.529799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.9733562,53.529799,TRUE
"1029","L4487203",-111.6038418,50.3603017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.6038418,50.3603017,TRUE
"1030","L6353567",-115.5846949,52.9717021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.5846949,52.9717021,TRUE
"1031","L5832135",-112.9900718,53.4761705,"260",62,"North Cooking Lake","NA","Recreation","OC","41","II","OC 416/98-19",523.50123012,211.85343152,"1998/10/07","1971/03/15","North Cooking Lake Natural Area",NA,"{2F0B89BC-AA35-4F2D-8A95-B5CCA7052221}",2118534.31665,9332.63923457,-112.9900718,53.4761705,TRUE
"1032","L6167434",-112.5154549,53.3814405,"328",87,"Beaverhill","NA","Conservation","OC","41","II","OC 416/98-8",794.56941188,321.55083275,"1998/10/07","1987/06/03","Beaverhill Natural Area",NA,"{A7A4A53F-28B1-4674-9A89-C2D5C7669707}",3215508.32544,20698.1622665,-112.5154549,53.3814405,TRUE
"1033","L5751152",-114.0982962,53.8314396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.0982962,53.8314396,TRUE
"1034","L5105127",-114.6663178,51.2373875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.6663178,51.2373875,TRUE
"1035","L6193368",-110.2572334,54.3724586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.2572334,54.3724586,TRUE
"1036","L6132807",-118.3897448,56.0851965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.3897448,56.0851965,TRUE
"1037","L5954778",-113.9994755,49.1206551,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.9994755,49.1206551,TRUE
"1038","L5950242",-115.3817868,51.0864208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.3817868,51.0864208,TRUE
"1039","L5526126",-115.1662649,51.0510685,"463",1005,"Bow Valley","PP",NA,"OC","41","II","OC 424/2002",8020.86321792,3245.92818266,"2002/09/04","1959/07/27","Bow Valley Provincial Park","Includes all or part of the following former Provincial Recreation Areas:  Bow River, Gap Lake, Grotto Mountain, Lac Des Arcs, Three Sisters, Old Camp, all first established 1982.","{06265F70-FF67-4C6B-AACD-4541FC98A6A6}",32459281.8293,98277.5099576,-115.1662649,51.0510685,TRUE
"1040","L5897729",-111.9254816,59.8438818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9254816,59.8438818,TRUE
"1041","L6008003",-114.3414004,49.4083051,"467",1158,"Castle","PP",NA,"OC","41","II","OC 22/2017",63013.61993255,25500.70725227,"2017/01/20","2017/02/16","Castle Provincial Park",NA,"{730D15B9-5462-4A3D-B468-901174877DBA}",255007072.521,107829.015571,-114.3414004,49.4083051,TRUE
"1042","L6174745",-112.3750412,50.9737512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.3750412,50.9737512,TRUE
"1043","L4955092",-112.4028182,53.3057751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.4028182,53.3057751,TRUE
"1044","L6281159",-113.1491804,53.4749445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.1491804,53.4749445,TRUE
"1045","L6086894",-112.8227663,53.6788024,"175",5218,"Elk Island","NP",NA,"OC","41","II",NA,47518.76996332,19230.16394106,NA,"1913/12/31","Elk Island National Park of Canada",NA,"{9FEF81B6-7F42-4E53-949F-CCB1FC5549BD}",192301639.409,87531.9119513,-112.8227663,53.6788024,TRUE
"1046","L5658074",-113.7242274,53.4023966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7242274,53.4023966,TRUE
"1047","L4553929",-111.927567,52.5132909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.927567,52.5132909,TRUE
"1048","L6474073",-112.8512567,50.2375576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8512567,50.2375576,TRUE
"1049","L4958808",-114.7456371,52.7548187,"171",10076,"Medicine Lake","PRA",NA,"OC","41","NR","OC 7/98",99.57109438,40.29499227,"1998/01/08","1996/05/29","Medicine Lake Provincial Recreation Area","Former Alberta Forest Recreation Area.  Transferred to Alberta Parks in 1996.","{1DD5B02F-2ABB-4AA0-A304-E33C6C7B346A}",402949.921875,3984.70421184,-114.7456371,52.7548187,TRUE
"1050","L6323198",-114.1644384,51.1434054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1644384,51.1434054,TRUE
"1051","L2565752",-113.6359799,51.2131611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6359799,51.2131611,TRUE
"1052","L4487220",-112.1077819,50.0692514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.1077819,50.0692514,TRUE
"1053","L6566853",-115.1993876,50.7050771,"450",1041,"Peter Lougheed","PP",NA,"OC","41","II","OC 793/85",126928.31479558,51366.06659149,"1985/11/14","1977/10/17","Peter Lougheed Provincial Park","Formerly named Kananaskis Provincial Park.","{219BB53C-444B-4DB7-8BB3-E03718827FF2}",513660665.902,208260.122748,-115.1993876,50.7050771,TRUE
"1054","L5907872",-111.566396,49.2051186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.566396,49.2051186,TRUE
"1055","L5916840",-112.8654392,49.6736562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.8654392,49.6736562,TRUE
"1056","L5918271",-113.8623905,53.650542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.8623905,53.650542,TRUE
"1057","L6474087",-112.7360505,50.1912176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7360505,50.1912176,TRUE
"1058","L6447786",-113.4878522,53.528077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4878522,53.528077,TRUE
"1059","L4731553",-113.5102976,50.5166193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5102976,50.5166193,TRUE
"1060","L5970993",-114.2397628,51.9447067,"144",1045,"Red Lodge","PP",NA,"OC","41","NR","OC 605/88",316.6094288,128.12729003,"1988/10/20","1951/05/07","Red Lodge Provincial Park",NA,"{E1CF9D09-5C38-40E6-84A4-26CF039E9694}",1281272.90039,4803.30895528,-114.2397628,51.9447067,TRUE
"1061","L6226249",-113.3717823,53.5629478,"400",1049,"Strathcona Science","PP",NA,"OC","41","NR","OC 1136/79",272.50520719,110.27894478,"1979/12/12","1979/12/12","Strathcona Science Provincial Park",NA,"{AEA15068-EA98-4383-839C-73781FF48411}",1102789.44873,6810.14984824,-113.3717823,53.5629478,TRUE
"1062","L632074",-119.0113735,54.0614533,"98",10104,"Sheep Creek","PRA",NA,"OC","41","NR","OC 7/98",26.83222528,10.85861632,"1998/01/08","1996/05/29","Sheep Creek Provincial Recreation Area","Former Alberta Forest Recreation Area.  Transferred to Alberta Parks in 1996.","{49DD017A-6A54-436B-8BE8-119C4D605E80}",108586.163086,1842.09954753,-119.0113735,54.0614533,TRUE
"1063","L8748338",-113.5062495,53.4292994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.5062495,53.4292994,TRUE
"1064","L637206",-118.1842232,55.1385605,"242",10107,"Simonette River","PRA",NA,"OC","41","NR","OC 39/2011",134.2110541,54.31328662,"2011/02/24","1996/05/29","Simonette River Provincial Recreation Area","Former Alberta Forest Recreation Area.  Transferred to Alberta Parks in 1996.","{C27A7DA2-0DA1-4958-A3FD-1146F5F6B4A3}",543132.866699,3438.52857338,-118.1842232,55.1385605,TRUE
"1065","L5972795",-112.927866,53.8018547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.927866,53.8018547,TRUE
"1066","L6528765",-114.111671,51.0811365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.111671,51.0811365,TRUE
"1067","L6636248",-119.114204,53.888527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.114204,53.888527,TRUE
"1068","L5928753",-113.9519548,53.3159544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.9519548,53.3159544,TRUE
"1069","L521079",-119.0990067,55.3467178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.0990067,55.3467178,TRUE
"1070","L4924057",-113.7743965,52.2746443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7743965,52.2746443,TRUE
"1071","L5526128",-115.1583443,51.0545805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.1583443,51.0545805,TRUE
"1072","L711483",-119.0353203,55.5193021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.0353203,55.5193021,TRUE
"1073","L6257571",-112.3214547,51.2805697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.3214547,51.2805697,TRUE
"1074","L4419184",-110.6191707,54.157333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.6191707,54.157333,TRUE
"1075","L6146468",-111.9809604,51.6501347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9809604,51.6501347,TRUE
"1076","L7701900",-110.3154706,49.6629766,"378",1014,"Cypress Hills","PP",NA,"OC","41","II","OC 183/86",51316.55295679,20767.07219086,"1986/03/13","1951/04/24","Cypress Hills Provincial Park",NA,"{EFA5522A-DDEF-4D8A-9F55-EB691CFD89A2}",207670721.914,135408.928365,-110.3154706,49.6629766,TRUE
"1077","L6081147",-115.9288931,51.2736686,"435",5012,"Banff","NP",NA,"OC","41","II",NA,1692721.44138161,685020.06363893,NA,"1885/12/31","Banff National Park of Canada",NA,"{4016F0DE-9849-4667-881A-2A5E0DD992D0}",6850200636.4,754751.511127,-115.9288931,51.2736686,TRUE
"1078","L5634131",-113.4589863,53.6177419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.4589863,53.6177419,TRUE
"1079","L6003590",-118.7601686,55.1717543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.7601686,55.1717543,TRUE
"1080","L6540220",-119.1852558,53.8492328,"110",10268,"Sulphur Gates","PRA",NA,"OC","41","II","OC 603/2006",2696.38816067,1091.18957452,"2006/11/22","1998/01/08","Sulphur Gates Provincial Recreation Area",NA,"{65E00D74-60D8-40EB-8543-ACEDE2A51C4C}",10911895.746,20873.3393355,-119.1852558,53.8492328,TRUE
"1081","L6064101",-116.4432442,53.5826972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.4432442,53.5826972,TRUE
"1082","L5754551",-112.7629852,52.8759682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.7629852,52.8759682,TRUE
"1083","L4612500",-113.1883702,49.1781652,"410",1064,"Woolford","PP",NA,"OC","41","II","OC 2047/67",94.66943891,38.31136268,"1967/10/31","1957/01/08","Woolford Provincial Park","Formerly named Riverside Park.","{598DB70E-FCD2-4476-B4BC-0E8E9A2B9EF6}",383113.625732,3495.19794713,-113.1883702,49.1781652,TRUE
"1084","L4460796",-113.6436467,50.1648681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.6436467,50.1648681,TRUE
"1085","L5902583",-113.9137387,49.0600182,"433",5189,"Waterton Lakes","NP",NA,"OC","41","II",NA,123216.57513335,49863.97884245,NA,"1895/12/31","Waterton Lakes National Park of Canada",NA,"{EE793A4D-C5DC-4C3D-AFAE-8506F6CA69E5}",498639788.585,144112.951557,-113.9137387,49.0600182,TRUE
"1086","L4465991",-114.1374128,51.6608434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.1374128,51.6608434,TRUE
